Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
189,46,33,22,183
259,44,57,21,83
184,37,8,50,125
214,31,87,46,292
95,36,79,44,93
98,1,2,31,65
159,14,35,26,72
258,27,39,2,55
287,29,7,44,121
223,49,37,21,63
274,10,45,6,124
61,34,14,0,288
139,43,17,27,238
151,22,36,6,145
89,48,3,20,149
229,9,84,0,201
58,45,95,3,258
12,20,75,31,217
52,30,11,43,135
41,2,69,17,95
237,20,63,29,241
57,27,4,14,257
298,16,55,21,148
296,13,63,14,125
0,4,18,20,46
222,7,66,18,69
276,10,64,14,1
258,1,98,14,225
201,17,27,18,31
66,21,70,31,248
209,42,57,8,31
108,9,13,8,89
65,47,7,28,3
101,14,35,37,77
152,15,37,0,273
78,39,68,47,71
246,18,80,39,49
40,36,1,13,194
56,28,44,38,38
248,7,18,23,31
213,1,100,37,284
139,25,62,28,89
9,41,27,31,126
158,26,7,19,125
61,35,18,34,80
245,11,48,15,198
13,23,27,24,232
231,44,15,35,193
189,23,51,0,77
232,19,16,45,92
267,17,33,33,111
184,15,93,9,11
276,13,40,23,133
256,11,71,35,45
18,49,45,34,109
130,22,6,5,253
97,42,51,0,246
293,26,47,12,121
202,30,29,17,46
256,29,22,50,178
168,47,92,42,214
166,0,10,1,147
256,46,65,18,158
192,4,57,0,135
292,47,33,37,229
36,40,38,16,111
295,27,22,44,134
147,28,75,25,85
155,37,16,19,1
37,10,23,35,109
52,5,65,46,40
195,41,95,38,140
111,38,15,12,137
36,26,99,26,266
259,7,93,18,71
295,33,81,43,127
260,46,60,50,124
267,0,16,1,272
207,32,3,7,240
123,34,85,31,125
225,47,28,12,222
99,19,64,46,148
157,27,72,4,202
161,50,9,3,293
177,39,73,27,165
181,48,13,41,66
166,25,99,36,6
253,23,90,15,6
165,38,5,34,276
149,49,29,11,41
68,30,58,25,263
29,45,2,24,235
235,35,4,34,2
172,17,86,10,101
42,26,3,4,249
221,31,58,21,1
101,27,87,11,286
113,45,41,11,95
45,27,91,4,287
242,5,90,28,60
118,37,38,19,238
293,13,18,30,204
270,8,73,25,29
279,26,87,2,156
14,41,78,47,103
161,47,31,6,156
266,31,20,2,0
187,28,38,29,245
15,10,64,50,268
209,34,85,8,295
215,30,26,30,218
75,43,67,28,225
289,20,65,0,178
195,23,85,28,250
277,29,7,2,285
255,22,74,36,285
5,40,4,34,16
129,47,40,25,288
179,28,67,10,176
16,50,84,8,179
272,17,94,38,184
138,42,16,8,78
190,25,48,20,210
145,0,92,46,186
25,8,18,16,202
26,39,97,22,256
273,6,98,44,213
266,38,28,0,199
263,22,1,29,72
184,0,47,12,288
149,26,64,50,199
179,2,75,39,141
186,1,81,29,176
224,26,78,48,92
31,35,70,17,49
170,24,59,13,164
29,11,45,2,290
209,12,68,27,68
113,34,41,46,295
267,34,22,6,60
260,44,56,38,140
62,3,94,30,289
209,41,81,36,75
275,29,60,28,291
133,34,86,13,299
52,38,46,4,229
148,37,47,12,125
28,38,17,24,237
137,18,6,10,127
234,46,30,38,92
34,39,56,33,273
87,15,25,10,297
300,7,55,35,134
81,14,1,29,130
46,17,19,40,257
24,15,1,29,299
12,38,85,27,86
111,3,8,6,23
165,10,82,38,242
41,7,55,38,172
150,27,87,18,121
7,1,19,45,120
279,10,43,38,112
79,6,52,43,152
182,27,64,31,166
113,45,73,3,100
140,15,38,50,132
182,29,76,21,79
244,47,85,29,297
90,1,36,5,72
262,35,34,50,85
160,43,27,27,137
7,12,22,7,112
189,44,47,25,31
167,30,21,20,212
12,25,94,28,263
103,35,58,44,159
77,39,36,37,128
149,10,38,48,50
218,43,63,9,25
288,20,86,33,134
235,33,66,9,68
94,23,19,46,280
179,28,37,10,206
101,18,45,41,62
125,35,8,32,31
114,30,68,1,257
119,16,83,45,236
241,8,82,23,297
86,3,20,4,54
276,23,73,12,293
168,18,84,26,109
177,21,43,45,73
264,29,64,20,12
105,6,80,7,155
20,19,72,17,224
116,20,90,31,170
2,37,39,28,258
109,14,15,49,27
33,30,87,11,166
241,7,89,31,217
185,23,83,20,139
167,22,51,17,67
224,41,54,10,76
109,41,20,14,101
243,12,95,5,131
121,25,44,2,41
163,37,74,19,187
13,14,23,0,277
220,29,77,28,181
109,19,5,37,2
292,14,27,48,52
274,4,71,33,184
100,14,54,33,247
123,38,56,46,83
92,19,29,17,104
186,19,88,1,117
97,19,47,42,42
63,14,87,13,216
7,27,66,2,77
10,31,99,3,110
180,37,19,49,259
227,17,78,35,48
120,29,59,22,25
167,27,45,30,151
216,8,12,26,56
87,3,69,49,149
129,30,26,49,136
279,19,77,23,29
188,2,24,16,6
112,20,29,2,135
225,1,82,4,224
176,3,13,26,0
206,32,21,44,3
267,3,94,17,55
217,39,3,35,143
152,35,6,39,185
266,23,61,26,262
111,5,71,8,148
242,15,63,14,289
257,46,77,45,123
299,13,52,9,250
31,40,31,15,260
36,21,68,3,12
48,18,91,28,34
203,8,6,23,172
121,47,51,20,69
180,24,87,3,177
146,30,71,12,268
161,11,5,14,116
278,34,44,12,253
161,24,63,29,256
45,17,13,32,237
171,5,62,33,23
91,40,35,13,107
179,50,7,14,224
61,21,93,46,239
54,12,84,0,149
182,50,7,9,155
249,26,59,34,160
177,15,97,48,187
94,24,74,35,198
100,19,20,12,221
6,28,32,49,269
203,2,30,46,256
286,1,75,46,296
118,39,61,42,263
285,25,94,13,90
200,14,49,20,27
126,34,61,17,194
174,3,20,19,125
269,9,20,21,89
273,16,7,7,21
4,22,28,35,203
176,26,21,37,150
30,20,9,10,40
107,16,67,7,268
151,48,13,5,155
264,17,92,29,36
173,49,47,14,172
214,30,82,6,85
187,43,17,21,271
63,5,2,10,192
86,36,46,16,180
289,40,64,48,64
11,17,63,32,76
55,16,52,44,257
70,8,56,50,248
152,29,52,49,15
72,46,88,37,112
178,13,53,40,169
262,1,28,21,124
118,27,50,17,260
10,21,67,0,256
97,5,24,28,292
166,12,54,0,151
125,8,31,12,189
297,29,20,32,120
183,17,3,50,165
224,21,30,16,128
146,5,43,45,125
265,16,93,44,32
199,3,49,36,279
14,50,54,14,227
288,21,84,6,124
84,35,42,25,255
4,15,79,38,283
14,38,56,18,71
41,19,48,19,49
220,50,65,37,187
52,20,15,23,156
19,31,76,14,187
214,3,31,35,221
66,32,60,14,297
288,49,93,13,48
120,18,38,46,251
253,29,11,29,176
275,31,28,47,240
287,40,53,24,142
238,10,28,16,132
41,47,75,25,4
62,27,26,43,204
217,5,55,32,293
231,31,60,46,203
242,5,38,41,180
43,13,80,43,228
67,10,99,4,19
153,11,1,21,79
117,23,36,28,102
263,20,92,32,194
53,30,16,10,115
39,38,37,46,32
291,41,10,44,216
260,22,30,49,13
204,50,18,4,197
235,39,23,25,53
211,23,9,17,227
187,45,69,18,263
56,33,31,39,92
180,12,16,3,137
180,6,33,31,283
202,46,40,16,43
174,23,21,4,42
197,40,6,23,257
204,45,43,35,233
277,10,57,41,69
243,1,62,44,180
5,44,14,35,94
276,7,10,48,76
249,22,22,8,109
45,14,84,21,279
111,18,0,34,12
15,33,30,22,51
114,3,14,31,62
10,47,43,25,172
246,37,31,21,203
58,34,80,14,119
187,18,41,6,103
173,12,70,9,261
157,21,70,4,79
234,35,9,2,71
278,3,94,4,246
129,24,27,38,12
286,48,27,46,11
295,47,94,39,210
171,19,72,4,283
261,42,56,47,191
4,28,86,9,225
89,8,22,39,189
118,37,37,38,182
129,42,14,30,43
1,32,32,41,44
220,7,44,16,99
66,38,46,6,78
158,22,2,47,225
51,7,21,39,15
119,42,33,39,170
212,25,4,38,182
237,3,51,45,265
270,46,14,27,97
9,48,84,8,0
208,18,88,14,290
224,40,64,28,101
279,1,27,9,115
135,36,21,20,279
277,12,67,42,250
72,25,97,40,174
157,44,66,6,32
16,12,29,23,87
183,5,52,18,147
272,19,57,4,22
154,12,89,37,299
55,27,24,42,200
193,39,46,32,187
183,11,39,12,248
124,22,2,19,183
14,11,27,40,83
287,12,15,10,114
127,14,55,47,6
162,13,45,39,148
188,9,55,16,136
120,20,31,48,63
285,17,51,22,200
296,41,73,3,265
192,34,40,23,86
73,48,35,15,18
134,22,94,23,116
40,24,90,41,195
282,25,93,38,108
265,25,36,11,278
85,32,83,30,285
187,36,82,30,49
227,46,95,41,19
148,1,86,25,102
141,42,61,44,226
109,0,52,19,214
179,15,12,10,65
261,3,0,4,278
253,17,89,47,148
153,48,6,3,285
20,48,26,4,182
123,4,28,45,79
151,42,6,9,180
24,24,40,5,188
220,15,65,2,181
203,7,100,2,219
176,17,48,38,245
185,9,51,2,147
154,5,57,6,2
113,44,34,42,276
197,24,6,31,171
16,21,57,39,163
195,30,28,39,97
234,30,35,39,220
230,40,57,17,260
228,44,2,27,190
212,32,52,24,284
254,18,15,48,132
136,46,65,23,283
110,8,77,21,51
234,13,31,21,73
209,43,7,23,189
55,23,25,39,227
12,13,7,47,184
252,33,33,8,192
97,19,42,13,229
231,32,65,29,102
204,9,32,35,155
38,30,18,37,46
90,24,30,49,212
187,46,45,43,183
168,19,60,18,254
260,30,89,32,102
206,47,75,11,199
182,49,91,12,270
10,36,83,42,167
225,16,55,18,165
180,9,74,45,120
295,19,48,22,168
194,2,85,45,29
115,24,25,34,194
138,30,64,28,61
253,32,83,5,128
12,28,50,26,115
219,15,85,27,112
142,17,35,2,98
81,15,59,46,28
91,36,83,29,279
81,44,60,42,63
44,29,100,12,5
6,2,47,4,33
227,16,95,1,189
216,1,26,37,72
120,9,58,31,296
265,24,87,25,96
298,39,45,2,14
34,39,21,5,23
282,23,70,2,212
126,20,68,22,271
207,35,27,17,158
263,24,84,36,270
214,13,71,5,182
29,16,16,8,176
167,20,51,37,183
241,11,78,14,249
274,22,43,7,32
296,39,16,6,300
290,6,47,50,57
146,15,8,16,56
162,43,55,30,155
125,38,22,42,290
50,4,45,19,261
208,42,62,37,289
259,26,79,8,149
120,3,17,39,191
50,22,100,35,216
12,36,54,34,227
101,41,31,47,200
164,3,68,31,100
144,45,77,18,14
64,46,78,50,134
193,21,42,31,279
49,43,76,9,20
165,36,1,48,125
172,38,35,18,133
238,15,77,10,103
31,35,71,17,218
218,24,48,23,143
222,45,43,20,86
282,31,76,27,177
79,49,84,47,181
241,12,32,46,43
242,33,11,0,174
27,47,6,0,222
206,33,74,33,284
279,34,71,47,271
128,30,89,13,145
83,28,1,49,27
24,39,32,10,286
81,33,4,32,210
276,26,93,19,92
37,12,50,21,212
129,30,2,33,270
175,45,82,49,9
71,14,13,39,19
247,22,71,0,161
229,25,39,25,159
155,39,89,12,92
81,30,45,28,294
117,49,10,9,18
41,45,70,12,118
34,20,23,24,280
155,11,73,5,40
288,10,97,33,175
181,37,14,38,28
132,35,55,22,78
57,37,89,9,32
242,33,62,35,129
294,49,37,7,58
135,47,93,46,26
0,50,72,28,169
37,41,50,14,84
281,21,27,18,204
58,44,39,37,203
111,12,25,6,216
255,22,17,13,55
149,27,8,2,282
223,33,59,45,204
194,46,24,33,280
142,20,29,3,142
286,1,96,11,65
203,48,97,0,34
135,13,54,14,107
162,18,11,39,102
54,47,55,26,286
83,1,13,11,202
295,42,44,44,181
56,2,48,16,198
2,50,11,36,263
145,25,94,1,300
157,1,32,8,212
62,9,50,17,70
57,47,15,44,164
5,44,17,10,210
73,6,70,24,69
139,10,85,17,35
154,3,51,32,61
120,10,93,27,138
212,37,60,11,13
178,5,59,18,26
6,43,14,48,9
119,15,21,37,254
260,31,70,34,96
59,0,62,4,202
80,8,44,43,117
233,20,21,20,72
280,41,30,14,4
113,41,70,48,66
282,28,62,24,141
222,41,50,3,235
137,1,70,0,78
219,6,30,14,230
96,26,22,49,151
290,49,19,8,155
30,9,73,23,19
5,34,25,29,46
89,42,55,38,31
269,4,88,47,202
159,14,87,36,124
140,27,49,11,262
241,43,81,45,3
146,16,77,22,284
134,31,53,19,77
44,45,47,1,38
265,18,88,43,187
258,32,13,44,52
158,25,50,27,169
181,35,51,24,31
213,49,68,7,240
40,45,99,12,191
69,31,69,25,42
53,10,53,2,247
220,33,37,9,105
44,3,81,47,276
103,35,64,17,68
279,2,79,5,268
170,42,2,14,46
53,18,38,6,73
251,23,56,27,144
293,3,89,35,296
212,38,39,50,23
207,1,9,0,257
179,48,97,25,174
29,46,62,40,22
55,47,77,8,9
31,16,69,23,4
32,42,86,33,187
14,2,95,39,248
225,43,16,27,209
63,14,57,28,248
9,15,63,48,289
189,29,29,18,227
90,21,31,35,88
221,10,31,4,116
56,28,73,14,85
255,32,64,23,185
93,26,10,31,255
154,47,80,45,250
173,16,6,0,33
47,22,54,3,114
166,41,44,33,0
118,35,99,20,181
300,32,17,21,299
288,8,69,1,122
240,30,83,13,70
71,0,77,48,183
94,2,63,8,35
99,25,86,24,89
17,14,78,2,65
101,20,34,42,32
110,33,21,25,197
274,28,95,7,62
175,50,87,38,99
55,26,38,8,51
208,19,79,7,266
236,40,95,0,186
34,12,21,14,163
194,5,0,10,36
24,49,60,9,96
176,40,81,50,130
44,31,3,38,134
103,13,57,32,264
156,35,95,49,219
155,21,7,38,171
180,23,15,36,284
291,0,0,29,145
180,17,46,16,219
74,47,76,42,46
201,9,58,38,114
197,21,21,27,46
226,24,96,12,288
16,43,98,21,31
173,27,17,14,104
282,17,53,46,262
158,15,95,45,95
140,11,31,35,140
250,10,72,26,8
10,34,96,30,198
87,42,53,29,273
227,31,46,42,257
181,30,8,6,167
185,30,85,40,273
153,13,38,45,63
49,43,73,24,39
79,43,65,49,22
292,1,54,19,299
94,36,83,26,3
253,6,66,50,277
157,8,33,1,203
82,40,30,28,295
144,16,75,33,164
182,7,88,47,292
65,9,84,20,257
65,30,71,2,104
223,28,37,42,61
262,5,91,32,220
177,9,33,34,205
212,34,0,36,173
97,47,30,10,216
279,46,95,0,154
33,12,63,24,88
77,8,89,45,121
26,20,90,8,129
40,19,71,48,244
298,32,54,47,149
259,48,29,27,150
178,50,63,9,247
236,29,51,19,39
85,50,53,20,285
39,25,39,16,112
77,37,47,29,230
10,40,41,5,114
147,10,26,48,254
4,14,72,6,257
5,6,23,35,106
151,11,66,0,1
268,14,65,1,164
126,44,19,23,251
294,42,71,44,174
243,39,83,6,135
201,17,62,15,97
289,4,81,30,277
23,3,76,36,53
190,1,16,22,297
16,42,31,18,207
248,46,60,12,85
227,30,37,13,274
179,6,31,0,262
216,22,52,32,63
232,50,72,8,246
211,4,80,31,72
116,49,38,20,7
71,33,29,10,128
149,32,31,19,165
110,46,39,11,226
94,30,38,36,290
121,27,84,29,65
35,15,57,24,288
236,40,36,9,155
61,45,46,2,269
176,8,99,36,180
117,35,51,22,74
45,50,43,26,40
72,16,7,36,61
111,6,35,31,122
44,23,86,43,186
80,30,15,41,25
108,19,45,23,127
45,29,43,17,161
202,49,100,25,287
141,37,32,18,94
220,22,77,45,230
82,48,41,32,105
294,11,26,21,133
170,37,79,20,46
264,0,51,43,1
110,36,45,45,110
270,2,79,43,164
0,18,96,12,131
294,47,74,16,282
143,46,4,15,16
163,13,5,48,149
187,22,79,7,208
169,20,89,14,24
118,0,14,5,120
285,42,37,35,180
26,5,41,11,62
224,44,25,20,27
162,46,96,19,67
148,15,27,4,23
71,11,41,33,1
77,28,54,23,54
160,16,39,28,73
297,33,47,4,138
1,40,44,32,195
89,46,92,0,274
190,28,41,43,220
168,2,9,21,298
52,48,11,38,114
102,19,45,9,213
261,41,93,4,96
24,16,51,35,179
297,37,51,43,179
287,40,87,39,276
42,4,27,12,299
281,37,16,21,17
62,26,60,33,273
68,27,94,3,124
165,50,4,48,93
56,29,31,50,260
278,33,20,23,290
108,35,0,24,99
245,37,44,34,10
88,7,69,38,252
243,45,65,21,140
225,4,60,13,288
208,5,86,24,218
199,31,44,40,8
243,10,67,32,207
107,49,35,20,37
51,20,74,44,216
282,43,68,3,163
246,44,68,5,94
162,4,56,42,36
37,29,88,50,172
125,9,46,4,91
41,0,53,41,274
55,8,72,45,154
24,21,38,43,92
21,10,63,8,112
67,3,61,27,55
237,23,70,2,175
250,17,97,25,88
60,7,65,28,158
180,16,98,41,229
62,15,75,26,95
22,22,87,21,192
225,14,42,25,295
183,40,20,22,58
64,35,45,14,189
202,41,23,32,206
85,2,80,23,99
206,35,16,50,278
277,24,52,48,248
50,46,8,32,218
60,9,48,49,111
2,15,34,45,4
7,15,41,13,182
254,48,82,45,95
108,28,94,40,6
117,10,87,24,17
141,24,37,27,273
200,11,76,39,29
282,35,7,22,272
212,25,30,47,168
67,2,57,43,137
181,39,8,18,282
34,10,54,50,51
279,27,48,37,35
291,4,55,31,21
37,20,75,12,203
175,2,19,0,29
130,46,18,32,70
223,28,92,35,226
179,47,95,32,4
55,18,26,23,274
175,39,2,32,94
59,34,19,39,135
177,0,54,19,287
108,18,80,16,214
13,35,55,37,239
229,12,58,7,80
92,9,85,9,69
276,30,68,2,111
297,36,93,19,107
144,36,61,9,69
146,28,66,45,130
95,38,86,23,290
150,12,19,37,107
235,28,49,7,111
194,21,24,47,130
155,30,3,42,288
75,41,81,28,139
258,23,75,0,173
46,4,93,32,26
257,33,66,12,86
231,1,80,21,225
109,11,100,25,274
17,26,26,42,239
256,45,35,6,207
167,25,71,23,200
71,10,41,2,176
70,22,90,21,31
98,18,80,45,135
47,28,71,12,232
106,4,75,0,200
26,38,28,10,89
16,28,97,41,134
191,43,3,31,18
10,20,56,38,156
250,2,40,49,266
54,44,74,50,248
210,39,20,16,150
177,34,67,41,111
98,45,22,31,120
190,2,83,49,149
270,18,21,4,125
76,6,42,27,134
66,27,84,37,292
232,4,30,2,179
166,16,91,35,103
141,24,35,0,173
52,41,24,21,162
212,18,63,12,234
86,40,26,5,9
274,15,48,7,195
138,32,72,22,259
197,15,68,7,121
150,32,87,7,181
124,3,17,41,125
191,18,24,24,144
159,25,15,48,263
168,1,20,46,132
293,47,59,18,248
77,17,32,37,258
272,1,97,4,199
68,34,77,46,69
120,23,19,39,4
116,43,43,40,294
101,33,38,29,242
184,20,33,5,138
64,34,45,46,205
170,16,23,26,205
130,6,98,8,134
224,7,15,32,84
42,40,80,37,37
232,39,3,19,127
238,25,52,41,201
267,25,71,0,105
32,0,51,12,218
219,26,93,15,183
285,49,62,38,279
135,13,98,15,215
9,47,36,16,20
243,36,1,30,93
260,0,38,14,67
146,13,96,21,87
99,45,12,8,251
181,43,74,2,227
244,29,24,21,73
176,21,80,14,93
27,6,69,34,161
231,33,25,5,122
102,22,21,5,77
283,11,14,40,58
193,11,100,13,158
49,9,53,42,75
186,15,73,26,130
39,8,73,42,238
280,9,14,4,87
273,33,27,41,111
3,22,63,38,171
137,22,60,7,142
269,44,40,35,220
282,23,48,10,62
134,13,36,7,144
243,26,71,24,227
218,31,97,14,32
277,5,64,9,40
146,50,40,9,162
219,20,68,47,76
71,40,42,35,272
145,30,69,28,180
172,7,46,7,146
106,46,21,13,91
40,14,4,26,145
12,25,0,0,244
208,43,16,17,237
232,47,69,7,233
232,12,20,45,135
205,40,98,46,51
248,42,54,22,100
22,35,21,6,280
84,24,87,34,291
204,43,61,30,23
28,7,66,3,157
129,11,84,24,99
18,36,82,15,229
278,20,49,27,29
204,50,37,1,23
66,4,3,47,187
282,46,76,13,259
209,23,64,34,202
57,40,74,7,252
96,48,61,23,192
80,23,18,19,215
47,30,60,1,172
27,12,81,40,107
133,11,94,17,242
178,38,83,32,160
216,36,63,33,109
136,15,57,26,196
99,27,85,44,94
71,0,95,48,239
99,45,22,8,278
109,32,53,44,193
41,6,28,28,19
294,17,10,27,54
280,13,83,26,119
267,46,12,20,58
269,9,47,17,299
248,42,10,42,144
159,16,86,27,75
113,25,73,23,120
116,4,10,10,152
98,3,59,50,236
13,17,48,18,209
149,19,23,25,266
40,16,1,24,224
106,21,14,27,193
109,17,47,33,40
257,6,31,40,189
52,48,99,44,123
136,21,85,48,202
255,45,21,45,242
157,18,57,23,97
216,14,64,37,159
154,5,16,49,205
108,38,89,30,131
142,28,25,20,163
170,32,90,5,11
123,33,11,35,232
21,27,21,23,160
184,19,16,30,187
58,11,12,29,207
130,44,62,41,105
61,33,28,12,238
31,19,44,42,194
20,21,21,27,241
293,47,64,37,76
150,44,26,33,49
189,29,89,33,181
48,3,80,15,281
296,19,83,28,213
271,25,3,18,157
252,41,91,0,195
165,25,97,27,254
286,35,99,9,107
254,24,10,0,196
115,24,52,8,92
15,29,20,17,127
201,25,79,43,1
74,17,44,3,124
231,47,32,40,112
225,20,69,12,194
47,34,21,23,11
237,17,0,47,254
82,9,49,14,217
278,44,57,17,21
25,19,100,25,9
114,19,42,44,101
275,25,65,4,203
226,45,50,40,224
193,43,83,17,280
180,18,8,36,282
153,36,85,0,186
12,19,9,46,209
142,29,21,38,138
92,44,31,20,127
142,39,13,37,237
203,30,37,17,175
28,27,93,2,276
170,31,17,16,35
150,6,36,29,182
176,3,60,15,226
51,1,57,22,262
20,24,8,47,50
258,17,31,26,14
67,6,11,18,11
280,35,62,0,283
60,42,92,36,99
236,39,30,12,169
233,27,1,50,205
122,23,32,14,131
236,49,97,48,172
138,37,76,12,283
269,37,10,5,228
277,24,87,25,115
200,12,32,37,12
166,41,19,0,80
264,45,95,17,123
238,25,73,37,126
157,21,15,33,243
107,39,77,50,246
176,25,90,32,65
232,14,100,37,267
208,10,1,23,87
84,23,39,17,81
99,13,57,20,0
96,46,33,0,89
248,9,51,8,157
148,42,3,38,2
44,23,21,25,150
250,2,62,43,93
66,10,82,8,159
170,35,99,7,53
91,3,31,14,239
225,6,31,22,76
280,35,98,22,17
67,38,45,28,228
299,0,22,7,83
294,8,50,12,55
159,48,80,35,162
129,40,98,27,47
145,37,15,50,298
278,7,90,39,261
203,42,25,50,135
267,27,83,27,146
90,33,57,36,37
92,17,100,38,282
274,32,30,34,285
7,5,30,24,137
58,49,61,15,102
275,46,20,8,245
183,25,56,15,230
9,37,92,6,30
96,5,13,7,74
135,4,60,5,300
11,10,71,17,76
77,6,49,34,78
279,30,9,25,31
184,22,91,41,125
279,27,1,7,263
300,29,67,29,259
222,39,24,45,242
200,37,39,0,64
137,36,17,26,289
81,13,52,39,31
20,33,75,25,286
194,35,13,12,268
193,18,25,22,98
102,30,90,47,157
298,31,74,22,56
91,0,23,48,251
144,27,64,44,261
87,23,94,40,255
243,38,55,39,57
10,13,76,16,271
198,46,74,35,61
183,44,49,0,232
139,49,16,12,179
49,47,70,14,165
28,36,84,24,4
11,13,67,11,155
172,43,97,50,184
101,19,89,12,296
238,11,27,0,19
55,3,59,21,190
290,9,91,14,249
225,14,47,36,57
142,31,50,30,93
65,39,67,10,104
212,37,7,15,202
143,23,9,1,293
154,22,67,15,133
129,0,65,48,7
104,12,91,21,274
104,26,78,30,63
162,7,95,16,72
266,37,100,31,226
148,31,29,28,237
285,6,35,48,35
251,22,77,42,20
193,20,82,28,26
122,20,88,23,246
127,46,57,20,177
270,47,18,5,51
248,25,95,8,111
207,22,37,4,159
124,21,99,10,282
253,9,61,8,51
158,46,42,3,183
232,5,75,2,51
234,8,60,27,269
149,37,82,7,71
129,11,14,45,275
193,47,33,44,17
291,41,15,1,104
33,25,34,15,61
159,6,39,2,112
143,10,87,10,157
131,22,12,12,127
142,18,87,25,146
163,8,88,32,267
23,29,71,4,154
120,38,7,22,54
222,25,43,39,209
147,43,51,12,291
88,5,62,31,43
192,18,67,12,284
212,17,27,39,131
131,35,56,6,233
237,8,69,13,270
238,31,25,29,99
180,26,27,26,4
5,34,31,25,272
141,34,15,26,183
161,3,66,22,167
61,13,90,45,278
77,11,90,39,187
188,33,70,48,282
239,17,15,5,110
2,19,31,9,201
146,24,31,16,210
93,25,66,34,148
235,40,54,6,52
206,24,47,39,0
292,28,99,38,192
218,26,55,1,48
218,33,92,11,90
139,37,38,11,277
85,25,62,29,0
66,34,41,25,289
22,1,55,28,189
112,11,64,17,89
193,42,0,18,29
284,15,20,38,13
163,17,58,44,273
281,20,30,0,272
187,4,22,41,141
189,42,47,23,242
51,40,62,36,209
65,18,58,46,97
36,14,15,15,41
292,35,83,18,134
158,6,25,31,239
96,41,53,6,179
295,41,5,47,238
179,30,96,14,58
235,37,60,0,125
167,25,65,21,128
284,47,21,35,118
73,17,11,42,276
110,19,33,36,151
22,11,21,42,20
234,26,73,42,199
11,33,87,8,218
138,12,65,14,238
244,8,64,32,60
136,0,82,22,241
8,15,73,47,201
107,45,26,44,247
237,47,96,10,144
219,33,34,46,251
112,49,59,47,265
165,5,48,7,293
91,44,81,7,61
145,36,48,12,292
278,14,96,43,86
159,3,40,16,66
40,10,98,34,45
119,34,20,22,202
44,20,78,20,220
131,36,10,45,261
8,40,96,38,179
237,22,81,20,80
292,14,65,11,251
136,31,44,36,286
263,47,66,1,159
24,48,61,29,107
113,35,21,14,29
65,41,80,41,247
154,43,25,1,128
9,0,70,20,235
100,24,96,33,177
294,30,61,38,26
89,40,76,47,234
195,4,61,43,247
45,25,47,23,173
22,32,61,29,106
173,3,25,36,76
45,28,89,7,56
123,21,3,40,157
138,5,36,38,52
155,18,69,16,227
152,13,95,38,216
213,20,75,17,65
116,2,77,5,281
23,30,59,37,186
250,44,75,3,114
263,8,8,38,145
284,8,20,46,34
124,14,84,23,39
46,9,62,0,196
225,25,39,5,106
234,5,17,41,37
17,40,17,38,117
101,12,70,19,276
94,6,15,20,170
42,14,38,32,161
72,3,36,48,69
193,19,64,38,134
292,41,6,45,67
228,23,7,7,215
286,4,62,41,269
200,35,32,15,126
183,50,100,39,72
148,37,11,30,299
91,6,35,2,235
24,45,86,12,259
194,28,7,4,258
138,22,27,12,74
159,38,37,40,295
298,13,16,20,286
286,0,95,13,132
215,0,21,32,189
202,28,60,18,122
102,12,26,13,112
210,2,75,45,192
286,45,61,6,240
59,15,24,49,72
103,19,29,17,174
146,21,22,43,182
194,4,52,23,191
137,12,75,39,190
182,30,87,0,46
183,22,7,14,117
130,28,2,39,183
270,41,34,16,163
130,33,5,34,260
18,16,96,5,112
268,47,24,38,60
172,42,26,29,285
278,23,39,26,216
27,15,26,39,73
182,38,13,4,66
283,34,4,33,142
80,31,57,48,164
33,38,43,22,74
261,42,9,35,144
112,7,76,36,164
37,1,73,40,290
270,1,86,44,216
239,39,35,42,51
238,44,3,46,140
64,48,62,11,14
41,23,17,37,74
58,32,19,36,149
149,27,43,43,190
260,6,57,40,111
161,8,55,39,212
260,1,12,7,115
196,35,19,47,231
193,34,64,36,292
211,10,69,50,72
222,31,27,42,117
58,43,69,7,110
111,5,8,5,44
38,46,99,32,275
212,27,77,17,95
89,6,17,6,172
253,32,72,1,272
166,29,3,40,54
8,46,92,24,100
146,28,31,29,160
256,17,33,14,5
96,13,41,5,112
231,10,88,4,14
124,32,83,22,40
57,10,44,39,117
214,3,31,2,68
222,15,1,10,161
300,29,87,28,69
217,15,4,24,230
9,5,100,29,17
143,37,59,21,227
111,4,42,30,223
288,24,53,40,215
126,31,91,3,262
131,2,94,18,244
37,2,60,25,260
189,41,10,26,50
169,5,73,27,208
268,10,59,36,62
275,31,70,40,235
95,20,97,14,70
34,13,84,42,273
298,34,54,0,258
229,5,2,1,190
141,47,32,2,46
92,16,52,7,105
97,38,1,7,186
152,20,61,33,233
41,17,38,13,138
12,14,44,38,39
70,47,24,48,247
78,10,81,22,9
182,48,97,5,248
149,26,7,35,113
299,30,81,48,20
154,25,9,28,266
15,8,44,20,55
125,2,10,31,183
294,26,50,25,43
76,41,36,8,66
258,37,86,48,116
87,50,0,6,160
95,45,81,30,53
273,19,61,37,162
181,25,72,25,298
206,22,56,21,163
143,16,54,20,106
41,2,32,2,175
85,46,84,31,168
240,50,98,0,83
27,32,88,37,262
223,28,96,17,248
119,36,94,45,171
71,30,24,27,189
131,26,35,26,50
140,43,56,47,143
21,49,24,20,172
48,45,12,21,129
254,39,0,21,162
59,46,26,37,58
79,1,78,44,219
